Document,Primary Introducer,Status,Description,Document ID
LB597,Ashford,Indefinitely postponed,Change provisions relating to collaborative focus schools and programs and magnet schools,6996
LB598,Ashford,Passed,Change the Nebraska Crime Victim's Reparations Act and authorize a Community Trust to assist with tragedies of violence or natural disaster,6347
LB599,Howard,Indefinitely postponed,Require health care facilities to provide itemized billing statements upon patient's request,6918
LB599,Howard,Indefinitely postponed,Require health care facilities to provide itemized billing statements upon patient's request,6918
LB600,Karpisek,Indefinitely postponed,Authorize pool halls under the Nebraska Liquor Control Act and provide duties for owners of pool halls,7091
LB601,Nordquist,Indefinitely postponed,Provide for a medicaid waiver for community-based behavioral health services,7040
LB601A,Nordquist,Indefinitely postponed,Appropriations Bill,8250
LB602,Dierks,Indefinitely postponed,Provide for expense reimbursement for first purchasers of certain commodities,6658
LB603,Health and Human Services Committee,Passed,Change medical assistance and behavioral health provisions,6436
LB603A,Gay,Passed,Appropriations Bill,7803
LB604,Howard,Passed,Change the Pharmacy Practice Act to change provisions relating to medical gas distribution,7041
LB605,Howard,Indefinitely postponed,Change liquor license provisions,6084
LB606,Karpisek,Indefinitely postponed,Redefine terms and change a grant qualification provision in the Microenterprise Development Act,7044
LB607,Gay,Indefinitely postponed,Adopt the Higher Education Academic Scholarship Program Act ,6166
LB608,Mello,Indefinitely postponed,Appropriate funds to the Supreme Court for a salary increase for county court employees,6948
LB609,Mello,Indefinitely postponed,Provide for child-care contracts as prescribed and provide duties for the Department of Health and Human Services,6984
LB610,Mello,Indefinitely postponed,Change medicaid limitation provisions relating to services for persons with disabilities,6958
LB611,Karpisek,Indefinitely postponed,"Amend the Nebraska Clean Indoor Air Act to provide cities, villages, and counties the authority to  regulate smoking",6905
LB612,Avery,Indefinitely postponed,Prohibit school districts from making contributions or reimbursements relating to retirement benefits,6943
LB613,Dierks,Indefinitely postponed,Eliminate a restriction on base-year employees for certain tax incentive laws,7034
LB614,Howard,Withdrawn,Provide for licensure of macro social workers,6961
LB615,Cornett,Indefinitely postponed,Adopt the Family Entertainment and Sports Attraction Act and rename the Municipal Infrastructure Redevelopment Fund Act and authorize a county sales tax,7055
LB616,Cornett,Indefinitely postponed,Rename and change provisions of the Municipal Infrastructure Redevelopment Fund Act and change cigarette tax distribution provisions,7047
LB617,Cornett,Indefinitely postponed,"Change provisions relating to county community buildings, authorize a community building district, and authorize a sales and use tax",7042
LB618,Cornett,Indefinitely postponed,"Adopt the Family Entertainment and Sports Attraction Act, authorize use of sales and use taxes, and authorize a county sales tax",7043
LB619,Howard,Indefinitely postponed,Change mental health board membership provisions,6853
LB620,Wightman,Passed,Change provisions relating to the Office of Legislative Audit and Research,6675
LB621,Wightman,Indefinitely postponed,Provide an exemption from licensure as a massage therapist,6063
LB622,Nordquist,Indefinitely postponed,Provide time limits and penalties for late workers' compensation medical payments,6875
LB623,Haar,Indefinitely postponed,Adopt the Interstate Compact on the Agreement Among the States to Elect the President by National Popular Vote,6239
LB624,Haar,Indefinitely postponed,Provide for energy efficiency loans for public buildings,6978
LB625,Pirsch,Indefinitely postponed,Prohibit intentional exposure to another of a life-threatening communicable disease,7031
LB626,Karpisek,Veto Overridden,Change prohibited activities for public officials and public employees use of public resources,6868
LB627,Business and Labor Committee,Passed,Require inspection of domestic potable hot water heaters under the Boiler Inspection Act,6145
LB628,Business and Labor Committee,Passed,Provide for payment of claims against the state,6699
LB629,Business and Labor Committee,Passed,Disapprove claims against the state,6697
LB630,Business and Labor Committee,Passed,"Change workers' compensation provisions relating to certain notices, fees, payments, settlements, and procedures and informal dispute resolution",6903
LB631,Business and Labor Committee,Passed,Change Employment Security Law provisions,6138
LB632,Mello,Indefinitely postponed,Adopt the Nebraska Green Building Advantage Act and authorize a sales tax refund,7045
LB633,Mello,Indefinitely postponed,Create the Neighborhood Development Act,7007
LB633A,Mello,Indefinitely postponed,Appropriations Bill,8338
LB634,Mello,Indefinitely postponed,Redefine household income for homestead exemption purposes,6970
LB635,Mello,Indefinitely postponed,Change reporting requirements for political party committees under the Nebraska Political Accountability and Disclosure Act,6991
LB636,Mello,Indefinitely postponed,Appropriate funds to the Department of Economic Development,6928
LB637,Mello,Indefinitely postponed,Require disclosure of information by certain group health carriers,6353
LB638,Lautenbaugh,Indefinitely postponed,Repeal the Campaign Finance Limitation Act and change reporting requirements under the Nebraska Political Accountability and Disclosure Act,6963
LB639,Karpisek,Indefinitely postponed,Change provisions relating to telephone conferencing for public meetings,6816
LB640,Schilz,Indefinitely postponed,Provide a local option on refundability of sales tax under tax incentive laws,7028
LB641,Schilz,Indefinitely postponed,Create a production incentive for renewable diesel fuel,7057
LB642,Schilz,Indefinitely postponed,Provide for Nebraska agriculture license plates,6966
LB643,Schilz,Passed,Change and provide notice requirements of road construction near electric lines,7023
LB644,Mello,Indefinitely postponed,Adopt the Electronics Recycling Act,6987
LB645,Mello,Indefinitely postponed,Change provisions relating to public contracts for services,6995
LB646,Christensen,Indefinitely postponed,Adopt the Livestock Growth Act,6569
LB647,Christensen,Indefinitely postponed,Provide requirements for notice to property owners of city and village annexation proceedings,7063
LB648,Christensen,Indefinitely postponed,State intent relating to funding for a highway-related study,7050
LB649,Christensen,Indefinitely postponed,Change provisions for special permits for overweight vehicles,7048
LB650,Christensen,Passed,Authorize the operation of minitrucks and utility-type vehicles as prescribed,6976
LB651,Christensen,Indefinitely postponed,Adopt the Water Resources Revolving Loan Fund Act,6410
LB652,Christensen,Indefinitely postponed,Change the Enhanced Wireless 911 Services Act,6973
LB653,Harms,Passed,Create the Legislature's Planning Committee,7019
LB654,Harms,Indefinitely postponed,Provide for borrowing by a school district for special building fund projects,6054
LB655,Harms,Indefinitely postponed,Require community college compliance with association membership provisions,7096
LB656,Harms,Indefinitely postponed,Adopt the Health Care Accessibility and Affordability Act,6595
LB657,Harms,Indefinitely postponed,Change the Microenterprise Development Act,6911
LB658,Friend,Passed,Provide for infrastructure system replacement cost recovery by certain natural gas public utilities,7089
LB659,Fulton,Indefinitely postponed,Provide for data collection relating to persons released from incarceration,6975
LB660,Fulton,Indefinitely postponed,Change provisions relating to the Legislative Performance Audit Section and the Auditor of Public Accounts,7066
LB661,Gay,Indefinitely postponed,Change preferred drug list provisions under the Medicaid Prescription Drug Act,6896
LB662,Janssen,Indefinitely postponed,Change provisions relating to nomination for certain offices,6772
LB663,Janssen,Indefinitely postponed,Adopt the Net Metering Act,6930
LB664,Janssen,Indefinitely postponed,Change provisions relating to sale and consumption of alcoholic liquor on public property,7052
LB665,Janssen,Indefinitely postponed,Adopt the Teacher Shortage Loan Repayment Act,6466
LB666,Langemeier,Indefinitely postponed,Change provisions relating to the Niobrara Council,6525
LB667,Sullivan,Passed,Change provisions relating to division fences,7014
LB668,Gay,Withdrawn,"Create offenses of assault on an emergency services provider or a health care provider in the first, second, and third degrees",6399
LB669,Coash,Indefinitely postponed,"Change the number of district, county, and separate juvenile court judges",6571
LB669A,Ashford,Indefinitely postponed,Appropriations Bill,7495
LB670,Pirsch,Indefinitely postponed,Change funding for the Property Tax Credit Act,7090
LB671,Pirsch,Passed,"Provide powers and duties for and change membership of the Nebraska County Attorney Standards Advisory Council relating to death investigations, require training for coroners and deputy coroners, and provide duties for the Nebraska Commission on Law Enforcement and Criminal Justice",7073
LB671A,Pirsch,Passed,Appropriations Bill,8657
LB672,Pirsch,Withdrawn,Change provisions and penalties for certain firearms crimes,6694
LB673,Price,Indefinitely postponed,State intent for appropriations to the community colleges,6707
LB674,Nantkes,Indefinitely postponed,Authorize establishment of an internal auditing system by the University of Nebraska,6427
LB675,Fulton,Passed,Provide for additional voluntary and informed consents from a woman prior to abortion,6867
LB676,Fulton,Indefinitely postponed,Provide for additional voluntary and informed consents from a woman prior to abortion,7037
LB677,Haar,Indefinitely postponed,Change the Commercial Dog and Cat Operator Inspection Act,6957
LB678,Haar,Indefinitely postponed,Change provisions relating to minutes of public meetings,6713
LB679,Legislative Performance Audit Committee,Passed,Require certain disclosures from potential members of the State Foster Care Review Board,6887
LB680,Appropriations Committee,Indefinitely postponed,Appropriate funds to carry out the federal American Recovery and Reinvestment Act of 2009,7373
LB681,Flood,Indefinitely postponed,"Provide for refund of unconstitutional taxes, assessments, and penalties",7736
LR1,Harms,,Congratulate the Scottsbluff girls' golf team for winning the 2009 Class B state championship,9388
LR1CA,Friend,Indefinitely postponed,Constitutional amendment to reduce the maximum number of legislative days in a regular legislative session,6416
LR2,Flood,,Congratulate the Norfolk Catholic High School boys' cross country team for winning the 2009 Class C state championship,9437
LR2,Heidemann,,Congratulate Roger R. Wehrbein for his selection by the Rotary Clubs of Nebraska as the Nebraskan of the Year and recognize for his service to his community and to the state,6782
LR3,Fulton,,Congratulate the University of Nebraska Cornhusker Football team and head coach Bo Pelini for their achievements,6788
LR3,Flood,,Congratulate the Norfolk High School girls' cross country team for winning the 2009 Class A state championship,9436
LR4,Fulton,,Congratulate the University of Nebraska women's volleyball team and head coach John Cook for their achievements,6789
LR4,Avery,Indefinitely postponed,Encourage state agencies to employ limited furloughs as a substitute for the elimination of state jobs to meet budgetary requirements,9460
LR5,Janssen,,Extend sympathy to the family of former Senator Lowell C. Johnson,9312
LR5CA,Friend,Indefinitely postponed,Constitutional amendment to change legislative term limits to three consecutive terms,6830
LR6,Stuthman,,"Congratulate Joseph ""Big Joe"" Siedlik for his lifetime of achievement and his contributions to and promotion of various ethnic cultures ",9469
LR6CA,Karpisek,Indefinitely postponed,Constitutional amendment to authorize and regulate racetrack gaming,6438
LR7,Campbell,,Congratulate Joseph Beran for achieving the rank of Eagle Scout,9471
LR7,Fulton,,Urge members of Congress to provide that persons enrolling their children in government-sponsored health care plans have certain rights,6397
LR8,Stuthman,,Congratulate Amanda Soltero for being named Miss Nebraska Teen USA for 2010,9474
LR8,Heidemann,,Congratulate the Pawnee City High School boys' track team for winning the 2008 Class D state championship,6985
LR9,Fulton,,Encourage law enforcement agencies to enter into a memoranda of agreement with the U.S. Department of Homeland Security to perform immigration law enforcement functions,6603
LR9,Ashford,,Congratulate Michael Fryda for being named the 2010 Nebraska Teacher of the Year,9480
LR10,Krist,,"Recognize November 11, 2009, as Veterans Day",9486
LR10,Price,,Urge members of the Nebraska Congressional delegation to support worker freedom by opposing the Employee Free Choice Act,6900
LR11,Lathrop,General File,Provide for continuation of the Developmental Disabilities Special Investigative Committee,6672
LR11,Hadley,,Congratulate the University of Nebraska at Kearney volleyball team for its exemplary regular season,9488
LR12,Gay,,Congratulate Ian Burns for earning the rank of Eagle Scout,7120
LR12,Hadley,,Congratulate the University of Nebraska at Kearney football team for an outstanding season,9489
LR13,Sullivan,,Congratulate Ms. Belinda Wright for being crowned Miss Nebraska USA for 2010,9490
LR13,Pahls,,Congratulate Dr. Don Stroh on his birthday on January 29,7138
LR14,Giese,,Recognize Judge Patrick Rogers for his many years of service to the Nebraska judicial system,7154
LR14,Karpisek,,Congratulate Austin Steven Seyfert for earning the rank of Eagle Scout,9477
LR15,Gloor,,Extend sympathy to the family of former Senator Don Elrod,7218
LR15,Karpisek,,Congratulate the Friend High School girls' softball team for winning the 2009 Class C state championship,9475
LR16,Karpisek,,Congratulate Houston Volk for earning the rank of Eagle Scout,7226
LR16,McCoy,,Congratulate Father Stephen Plank for being named Nebraska's Outstanding World Language Teacher for 2009,9498
LR17,Howard,,Congratulate Nebraska Mission of Mercy for its efforts in serving over six thousand dental patients in Nebraska,9472
LR17,Utter,,Congratulate Grant Eddy for earning the rank of Eagle Scout,7217
LR18,Council,,Extend sympathy to the family of Wilda Chue Stephenson,9492
LR18,Gay,,Recognize Inez Boyd for her dedication and congratulate her on her retirement from elected office,7231
LR19,White,,Congratulate Jacob David Campbell for earning the rank of Eagle Scout,9503
LR19,Hadley,,Congratulate Eric S. Warren and Daniel K. Gibbs for earning the rank of Eagle Scout,7332
LR20,Langemeier,,Congratulate the Aquinas High School volleyball team for winning the 2009 Class C-2 state championship,9516
LR20,Fulton,,"Designate the week of February 15-21, 2009, as Engineers Week in Nebraska",7368
LR21,Flood,,Extend appreciation and congratulations to the honorees for their service to the State of Nebraska,7374
LR21,Gay,,Congratulate the Daniel J. Gross Catholic High School volleyball team for winning the 2009 Class B state championship,9523
LR22,Pirsch,,Recognize and congratulate the staff of Alegent Health,6718
LR22,Stuthman,,Congratulate the Columbus Scotus Central Catholic High School volleyball team for winning the 2009 Class C-1 state championship,9529
LR23,Janssen,,Congratulate the family of Donald Smeal for his induction into the Nebraska Business Hall of Fame,7437
LR23,Sullivan,,Congratulate the Greeley-Wolbach volleyball team for winning the 2009 Class D-2 state championship,9518
LR24,Pahls,,Congratulate the Department of Economic Development and its affiliates for their diligence in working with the Legislature to keep Nebraska competitive and vibrant,9385
LR24,Rogert,,Congratulate Alexandra Linderm for receiving the 2009 Prudential Spirit of Community Award,7471
LR25,Dubas,,Congratulate Logan Simonson for earning the rank of Eagle Scout,9539
LR25,Louden,,Congratulate Sydney Swanson for receiving the 2009 Prudential Spirit of Community Award,7509
LR26,Dubas,,Congratulate Riley Santin for earning the rank of Eagle Scout,9535
LR26,Lautenbaugh,,Strongly oppose the federal Freedom of Choice Act and urge Congress to summarily reject it,7038
LR27,Dubas,,Congratulate Nathan Doggett for earning the rank of Eagle Scout,9536
LR27,Heidemann,,Congratulate Jacob Buss for receiving the 2009 Prudential Spirit of Community Award,7483
LR28,Flood,,Express sympathy to the family of former Senator Richard F. Proud,7511
LR28,Dubas,,Congratulate Jack Wardyn for earning the rank of Eagle Scout,9540
LR29,Pirsch,,Recognize the dedicated staff of the Nebraska Council on Economic Education,7515
LR29,Dubas,,Congratulate Michael McClellan for earning the rank of Eagle Scout,9538
LR30,Dubas,,Congratulate Michael Happ for earning the rank of Eagle Scout,9537
LR30,Schilz,,Congratulate Michael J. Thalken for earning the rank of Eagle Scout,7554
LR31,Karpisek,,Congratulate the Exeter-Milligan volleyball team for winning the 2009 Class D-1 state championship,9559
LR31,Flood,,Recognize Nucor Corporation for its dedication to its employees and to the communities in which it has facilities,7555
LR32,Stuthman,,Congratulate the Howells High School wrestling team for winning the 2009 Class D state championship,7599
LR33,Stuthman,,Congratulate Scott Morton for earning the rank of Eagle Scout,7616
LR34,Gay,,"Congratulate Jordan Somer for receiving the 2009 Prudential Spirit of Community Award



",7610
LR35,Carlson,,"Congratulate Brewster Field in Holdrege, Nebraska, for receiving the 2008 Nebraska Airport of the Year Award",7649
LR36,Gay,,Congratulate Ryan Ruffner for earning the rank of Eagle Scout,7655
LR37,Fischer,,Congratulate Caleb Hoyt for winning the 2009 Class C state wrestling championship in the 135-pound division,7675
LR38,Harms,,Congratulate Lane Matthew Laucomer for earning the rank of Eagle Scout,7668
LR39,Gloor,,Congratulate the Grand Island Senior High School wrestling team for winning the 2009 Class A state championship,7701
LR40,Harms,,"Congratulate Celesta M. Allen on her 107th birthday on March 2, 2009",7718
LR41,Giese,,Recognize John Kingsbury for his years of service on the State Highway Commission,7727
LR42,Dubas,,Interim study to identify methods necessary to assist Nebraska farms in providing local schools with Nebraska-grown farm commodities for schools meals and snacks,7608
LR43,Dierks,,Congratulate the Ewing High School Football team for winning the 2008 Class D-2 state championship,7758
LR44,McCoy,,Congratulate Tyler Meuret for earning the rank of Eagle Scout,7790
LR45,Avery,,Express gratitude to members of the Nebraska National Guard and honor them for their sacrifice and service to the State of Nebraska and to the United States,7818
LR46,Heidemann,,"Congratulate Tyler Eaton, Andrew Schawang, Jason Hall, Matthew Goff, and Patrick Malcolm, for earning the rank of Eagle Scout",7830
LR47,Coash,,Recognize the Boulevards Historic District in the City of Lincoln for being listed on the National Register of Historic Places,7232
LR48,Adams,,Congratulate the Seward High School girls' basketball team for winning the Class B state championship,7875
LR49,Wightman,,Congratulate the Ravenna High School girls' basketball team for winning the Class C-2 state championship,7856
LR50,Harms,,Congratulate the Minatare High School cheer team for winning two state titles at the 2009 Nebraska State Cheer and Dance Championships,7901
LR51,Dierks,,Congratulate the Ewing High School girls' basketball team for winning the 2009 Class D-2 state championship,7958
LR52,Lathrop,,Congratulate the Ralston High School boys' basketball team for winning the 2009 Class B state championship,7973
LR53,Avery,,Recognize and congratulate the residents of Witherbee Village,7970
LR54,Utter,,Congratulate the Hastings St. Cecilia High School boys' basketball for winning the 2009 Class C-1 state championship,7975
LR55,Wightman,,Congratulate the Ravenna High School boys' basketball team for winning the 2009 Class C-2 state championship,7965
LR56,Heidemann,,Congratulate the Sterling High School boys' basketball team for winning the 2009 Class D-2 state championship,7971
LR57,Mello,,Congratulate Mission For All Nations for being honored by the Food Bank of Omaha as the 2009 Agency of the Year,7986
LR58,Mello,,Congratulate the Omaha Bryan High School boys' basketball team for their first state basketball tournament win in school history,7987
LR59,Langemeier,,Congratulate the Mead High School boys' basketball team for winning the Class D-1 state championship,8008
LR60,Langemeier,,Congratulate the Bishop Neumann High School girls' basketball team for winning the Class C-1 state championship,8009
LR61,Cornett,,Congratulate Sally Gordon on her 100th birthday,7977
LR62,Gay,,Congratulate David Kluch for earning the rank of Eagle Scout,8038
LR63,Avery,,Congratulate William Alexander Avery for earning the rank of Eagle Scout,8001
LR64,Avery,,Congratulate David M. Cummings for earning the rank of Eagle Scout,8002
LR65,Avery,,Congratulate Wesley Anderson for earning the rank of Eagle Scout,8006
LR66,Avery,,Congratulate John A. Brandt for earning the rank of Eagle Scout,8003
LR67,Howard,,Recognize March 2009 as Professional Social Work Month in Nebraska,8127
LR68,Christensen,,Congratulate Traci Keyser on her outstanding achievements in girls' high school basketball,8139
LR69,Christensen,,Congratulate Ivan Simic on his outstanding achievements in boys' high school basketball,8140
LR70,Christensen,,Congratulate Matt Gohl on his outstanding achievements in boys' high school basketball,8141
LR71,Christensen,,Congratulate Sara Wilson on her outstanding achievements in girls' high school basketball,8142
LR72,Janssen,,"Recognize the service of Ray C. Simmons to his country, state, and community",8150
LR73,Janssen,,"Recognize Richard ""Dick"" Wikert for his service to the City of Fremont and the State of Nebraska",8148
LR74,Janssen,,"Recognize Bernard ""Bernie"" Paden for service to the City of Fremont and the State of Nebraska",8149
LR75,Council,,Recognize June 19th as Juneteenth National Freedom Day,8158
LR76,Campbell,,Congratulate Justin Kuzila for earning the rank of Eagle Scout,8005
LR77,Langemeier,,Congratulate the David City High School speech team for winning the 2009 Class C-1 state speech title,8160
LR78,McCoy,,Congratulate Cody Gelvin for earning the rank of Eagle Scout,8193
LR79,Karpisek,,Congratulate the Fairbury Public Library on its one hundred years of service to the Fairbury area,8212
LR80,Cornett,,Recognize the Student Veterans Organization of Bellevue University for being Nebraska's first chapter of the Student Veterans of America,8233
LR81,Dierks,,Express sympathy to the family of Barbara Kay Burbach,8248
LR82,Gloor,,Interim study to examine issues relating to the Grand Island Veterans' Home,8275
LR83,Natural Resources Committee,,Interim study relating to expanded development of wind energy in Nebraska,8182
LR84,Coash,,"Extend congratulations to David Lorenzen, Bryce Fankhauser, and Jeffrey Sorensen",8305
LR85,Howard,,"Recognize November 21, 2009, as Adoption Day in Nebraska",8364
LR86,Howard,,"Designate the week of October 4th through 10th, 2009, as Nebraska School Bullying Awareness Week",8366
LR87,Karpisek,,Congratulate Wade William Kerl for earning the rank of Eagle Scout,8422
LR88,Giese,,Interim study to examine the issuance of LPD-learner's permits,8440
LR89,McCoy,,Congratulate Cameron Opfer for earning the rank of Eagle Scout,8473
LR90,McCoy,,Congratulate Thomas D. Rhodes for earning the rank of Eagle Scout,8472
LR91,Karpisek,,Congratulate Jason Mammen for earning the rank of Eagle Scout,8505
LR92,Pirsch,,"Declare May 1, 2009, as ""Keep Kids Alive-Drive 25 Day""",8379
LR93,Dubas,,Extend sympathy to the family of Merle Hansen,8451
LR94,Price,,Congratulate Xavier Metzger for earning the rank of Eagle Scout,8519
LR95,Pahls,,"Interim study to examine the needs, resources, and responsibilities of the Dept. of Revenue and its divisions",8533
LR96,Pahls,,Interim study to examine the responsiveness of state agencies when they are requested to provide information to the Legislature,8534
LR97,Pahls,,Interim study to examine the major sources of state and local tax revenue,8535
LR98,Pankonin,,Congratulate Bradly Cunningham for achieving the rank of Eagle Scout,8577
LR99,Pankonin,,Congratulate the Louisville High School's power drive team for winning the 2009 Big Red Invitational,8578
LR100,Howard,,"Congratulate the faculty, students, parents, and alumni of Central High School on its 150th anniversary in 2009",8604
LR101,Haar,,Interim study to examine issues relating to the impact of additional well development on water use by domestic wells in areas of the state where ground water supplies are limited  ,8631
LR102,Giese,,Interim study to examine issues relating to the Nebraska Expressway System,8671
LR103,Agriculture Committee,,Interim study to examine the statutory duties of riparian landowners adjacent to natural streams and other watercourses for the control and removal of noxious and invasive vegetation,8632
LR104,Agriculture Committee,,Interim study to examine mechanisms to mitigate marketing risks to producers and other grain market participants beyond those available under the Grain Dealer Act and the Grain Warehouse Act,8633
LR105,Ashford,,Congratulate Donald G. Gilpin for his many years of service to Omaha Westside High School,8642
LR106,Cornett,,Interim study to examine the economic impact of retirement income on the State of Nebraska and the most appropriate way to tax such income,8683
LR107,Lathrop,,Recognize Dr. Virginia Moon for her contributions in the field of education and congratulate her on her retirement,8750
LR108,Wightman,,Posthumously honor Charles E. Bessey for his induction into the Nebraska Hall of Fame,8735
LR109,Ashford,,Interim study to examine the issue of juvenile overcrowding in youth detention centers,8779
LR110,Howard,,Recognize and honor the values demonstrated throughout the lifetime of Livingston Wills,8820
LR111,Janssen,,Posthumously honor Lt. Detective Greg Chamberlain for his service to the city of Fremont and the State of Nebraska,8826
LR112,Sullivan,,Interim study to examine Nebraska's fence laws and develop a proposal to refine and simplify the laws as applied in rural and urban areas,8819
LR113,McGill,,Interim study to examine whether Nebraska should update provisions of the Nebraska Criminal Code relating to the degrees and types of homicides that may be charged under Nebraska law,8871
LR114,McGill,,Interim study to examine whether Nebraska should amend the Delayed Deposit Services Licensing Act to provide for greater consumer protections for customers of payday lenders,8877
LR115,Langemeier,,Interim study to review issues under the jurisdiction of the Natural Resources Committee,8885
LR116,Adams,,Interim study to examine issues relating to early childhood education and kindergarten eligibility,8776
LR117,Adams,,Interim study to determine the positive and negative outcomes that could result from aligning the school fiscal year with the state fiscal year,8777
LR118,Adams,,Interim study to examine issues under the jurisdiction of the Education Committee,8778
LR119,Avery,,Interim study to examine the initiative and referendum process and how petitions are circulated,8918
LR120,Avery,,"Interim study to examine the history of salary, benefit, and retirement packages available to Nebraska public school employees",8908
LR121,Avery,,"Interim study to examine the structure, authority, and mission of the Nebraska School Activities Association",8907
LR122,McCoy,,Interim study to examine the feasibility of making the Game and Parks Commission a code agency,8910
LR123,Giese,,Interim study to examine the Department of Labor's authority to conduct workplace safety inspections,8785
LR124,Pankonin,,Interim study to examine the use of eminent domain by natural resources districts for the taking of private land for development or management of recreational trails or corridors,8892
LR125,Wightman,,Support the efforts of the United States Bureau of the Census to achieve a  complete and accurate census,8902
LR126,Avery,,"Interim study to examine issues under the jurisdiction of the Government, Military and Veterans Affairs Committee",8917
LR127,Avery,,Interim study to examine the issue of election day registration,8916
LR128,Langemeier,,Interim study to examine issues relating to the laws of Nebraska governing the management and use of Nebraska surface water and ground water,8942
LR129,Pahls,,Interim study to examine updating statutes which restrict the unauthorized use of the word bank,8788
LR130,Louden,,"Interim study to examine whether provisions of the Nebraska Pure Food Act should be updated in relation to the growing trend of home baking, canning, and small food businesses in Nebraska ",8945
LR131,Pahls,,Interim study to examine school accountability,8913
LR132,Stuthman,,Interim study to examine updating statutes to provide for partial payment of insurance policy proceeds to a city or village for certain damages or losses,8607
LR133,Nebraska Retirement Systems Committee,,Interim study to examine retirement issues relating to military leave and persons returning to employment following military leave,8933
LR134,Nebraska Retirement Systems Committee,,Interim study to examine the public employees retirement systems administered by the Public Employees Retirement Board,8934
LR135,Nordquist,,Interim study to examine the pension benefits offered to professional firefighters in cities of the first class,8946
LR136,Avery,,Interim study to examine the public psychiatric rehabilitation in secure settings that is available to chronically and severely impaired mentally ill persons residing in Nebraska,8966
LR137,Heidemann,,Interim study to determine whether a reserve is necessary for the defined benefit retirement plans prior to the Legislature's approval of any benefit improvements,8959
LR138,Ashford,,Interim study to examine issues under the jurisdiction of the Judiciary Committee,8979
LR139,Nordquist,,Interim study to examine the tax climate for Nebraska's retired citizens,8958
LR140,Nordquist,,Interim study to examine the quality of jobs created under the Nebraska Advantage and Nebraska Super Advantage programs,8880
LR141,Stuthman,,"Interim study to examine the subject matter of LB 474, 2009, that would have required the state and its governmental subdivisions to pay property tax on property that was not being used for a public purpose",8986
LR142,Fischer,,Interim study to examine issues under the jurisdiction of the Transportation and Telecommunications Committee,8990
LR143,Fischer,,Interim study to examine Nebraska statutes and address the lack of governance regarding off-road vehicles,8989
LR144,Carlson,,Interim study to examine the Commission of Industrial Relations and the statutory requirements for comparable wages and conditions of employment for municipal employees,9003
LR145,Pahls,,"Interim study to determine whether Nebraska should update its version of the Uniform Commercial Code, Article 9, relating to secured transactions",8962
LR146,Nantkes,,Interim study to determine whether Nebraska should enact the Uniform Limited Partnership Act (2001),8787
LR147,Nantkes,,Interim study to determine whether Nebraska should enact the Revised Uniform Limited Liability Company Act (2006),8993
LR148,Wightman,,Interim study to evaluate the State of Nebraska's wellness program and provide policy options,8928
LR149,Wightman,,Interim study to examine how school finance data is reported to the public and what type of information would assist the Legislature in evaluating the cost effectiveness of state aid for K-12 education,8948
LR150,Campbell,,Interim study to examine the Department of Health and Human Services' plan to contract for delivery of medicaid services using an at-risk capitated managed care model,8984
LR151,Avery,,Interim study to consider and recommend funding strategies for the improvement of the Centennial Mall area of the Nebraska State Capitol Environs District,8983
LR152,Fischer,,Interim study to examine Nebraska's highway funding structure and to recommend possible alternatives to the traditional methods,8991
LR153,Janssen,,Interim study to examine whether Nebraska should repeal statutes that allow persons not lawfully present in the United States to pay resident tuition at Nebraska postsecondary educational institutions,9002
LR154,Janssen,,Interim study to examine the need for age-appropriate and size-appropriate booster seats on school district vehicles,9001
LR155,Gay,,Interim study to provide recommendations and examine issues relating to rates paid by the state to providers of publicly-funded behavioral health services,8974
LR156,Gay,,Interim study to identify the statutory powers and duties of the Department of Health and Human Services and to prioritize the programs and services administered by the department,8878
LR157,Gay,,"Interim study to review, assess, and provide recommendations relating to the implementation of the Nebraska Health Care Funding Act",8872
LR158,Gay,,Interim study to conduct research and provide recommendations for reform of Nebraska's health care delivery system and health care financing system,8949
LR159,Gay,,Interim study to examine the future need for health care workers in Nebraska,8971
LR160,Gay,,Interim study to review and provide recommendations relating to the statewide telehealth network,8988
LR161,Cornett,,Interim study to examine Nebraska's sales and use tax provisions,9021
LR162,Avery,,Interim study to examine the competitive bidding statutes for the purchase of machinery and equipment ,9044
LR163,Avery,,Interim study to examine issues which fall under the jurisdiction of the Nebraska Accountability and Disclosure Commission,9071
LR164,Campbell,,Interim study to examine the federal Fostering Connections to Success and Increasing Adoptions Act of 2008 and its implementation in Nebraska,9055
LR165,Friend,,Interim study to examine issues relating to the adoption of a corporate and individual income tax credit scholarship program,9047
LR166,Dierks,,Interim study to conduct a comprehensive review of state and local taxes in Nebraska,9057
LR167,Nantkes,,Interim study to examine the issue of homeless youth in Nebraska,9068
LR168,Nordquist,,Interim study to examine the factors contributing to childhood obesity,8879
LR169,Campbell,,Congratulate the Lux Middle School 2009 Science Bowl team for winning the Nebraska Middle School Science Bowl Competition and finishing fifth in the National Middle School Science Bowl Competition,9033
LR170,Pirsch,,Recognize the Burke High School Academic Decathlon team for their outstanding success in 2009 ,9066
LR171,Ashford,,Create the Sentencing and Recidivism Task Force,9007
LR172,Harms,,Interim study to analyze the education and training available that could lead to careers in high-demand industries in Nebraska,9054
LR173,Mello,,Interim study to examine the film industry in Nebraska and whether tax incentives could be used to encourage future economic growth,8728
LR174,Mello,,Interim study to examine ways to provide low-income families with access to high quality child care,8729
LR175,Mello,,Interim study to examine ways to increase financial literacy in Nebraska through financial literacy education classes,8730
